iter,emax,log_compression
1,27202.254859796245,-0.008298802814695066
2,6253.344280163162,-0.008298802814695066
3,1186.1753582457436,-0.008298802814695066
4,172.46262556589485,-0.008298802814695066
5,58.907658848612506,-0.008298802814695066
6,19.847823523885058,-0.008298802814695066
7,14.458104359604313,-0.008298802814695066
8,4.109023200787793,-0.008298802814695066
9,3.0263979974882322,-0.008298802814695066
10,2.712930042629682,-0.008298802814695066
11,2.168632311580201,-0.008298802814695066
12,1.9127980284925608,-0.008298802814695066
13,0.7105940470552774,-0.008298802814695066
14,0.38589372266775684,-0.008298802814695066
15,0.34266004429433666,-0.008298802814695066
16,0.170697363938914,-0.008298802814695066
17,0.13570209633032054,-0.008298802814695066
18,0.09851313591677975,-0.008298802814695066
19,0.09790420751941642,-0.008298802814695066
20,0.0009136944771444772,-0.008298802814695066
21,-0.001568805880612165,-0.008298802814695066
22,-0.002239139348568562,-0.008298802814695066
23,-0.0022533941241039816,-0.008298802814695066
24,-0.0022567455630867544,-0.008298802814695066
25,-0.0022703990243669106,-0.008298802814695066
26,-0.0030437758739361954,-0.008298802814695066
27,-0.0031605541259049187,-0.008298802814695066
28,-0.003350322372830623,-0.008298802814695066
29,-0.0033524647491541214,-0.008298802814695066
30,-0.0033797164775569003,-0.008298802814695066
31,-0.003569502328549413,-0.008298802814695066
32,-0.0038568228530053974,-0.008298802814695066
33,-0.004147023702816369,-0.008298802814695066
34,-0.004160752067996206,-0.008298802814695066
35,-0.00435533166383488,-0.008298802814695066
36,-0.004663554968253404,-0.008298802814695066
37,-0.005085270428519529,-0.008298802814695066
38,-0.0055280615015698845,-0.008298802814695066
39,-0.005559437441138645,-0.008298802814695066
40,-0.0062997242143967075,-0.008298802814695066
41,-0.0071956564605661815,-0.008298802814695066
42,-0.007251657316745128,-0.008298802814695066
43,-0.007480565189849099,-0.008298802814695066
44,-0.00774657668381032,-0.008298802814695066
45,-0.00802510690008549,-0.008298802814695066
46,-0.008213013237456414,-0.008298802814695066
47,-0.00849230140242679,-0.008298802814695066
48,-0.008857249855155406,-0.008298802814695066
