iter,emax
1,1.253822392027832e9
2,7.563687901948018e8
3,1.2058827832977392e8
4,1.0804912835612355e8
5,9623.167244663953
6,217.5030797218532
7,76.59021079152335
8,60.11942671688984
9,52.41776977387689
10,33.15426248552399
11,20.007295415094905
12,19.841826342319738
13,17.907528175542037
14,14.528507473504327
15,14.26417116672319
16,8.743062435916052
17,8.62424729368008
18,7.8529466312547855
19,7.33021260974853
20,3.979825954890977
21,2.374659879404113
22,2.2432861906194765
23,2.1048569130298396
24,1.4544534280669796
25,1.0096146358665736
26,0.7641277316688883
27,0.5684146844126203
28,0.3787462540263138
29,0.35229991460871446
30,0.34572461702388574
31,0.25597191131394154
32,0.15616622715331155
33,0.0909109316276163
34,-0.000967825590639747
35,-0.001421554412224627
36,-0.0024272450770543097
37,-0.0027382699115944976
38,-0.0027800557422801215
39,-0.0028538939669525407
40,-0.0030107114163864493
41,-0.00302644041538226
42,-0.003815671543463662
43,-0.003913413964315842
44,-0.004573423946348296
45,-0.005128969722905518
46,-0.006214492215821038
47,-0.006216959923777124
48,-0.006608457193957892
49,-0.006612847736456555
50,-0.006616729923742285
51,-0.006856843849669996
52,-0.006913330349217568
53,-0.007159954088957399
54,-0.007414647374226981
55,-0.008069088270648235
56,-0.008239925196533153
57,-0.00832746850268888
58,-0.008849466149485046
59,-0.00991492153146617
60,-0.010098204816332716
61,-0.010306607821578662
62,-0.010424999959627899
63,-0.010778075898999623
64,-0.010801070073472594
65,-0.010821762605570634
66,-0.010965791296177606
67,-0.011192489413208924
68,-0.011512309734326485
69,-0.011972093307893809
70,-0.012100733376137889
71,-0.013838719687856492
72,-0.014024431962064236
73,-0.01544767663098399
74,-0.015716876754771063
75,-0.015776359807595303
76,-0.016190803371027095
77,-0.01645536467632378
78,-0.017655954316210525
79,-0.018372986247880974
80,-0.018515159182933977
81,-0.019059463205227667
82,-0.019697002073068254
83,-0.02026117232266094
84,-0.020757436929929988
85,-0.02109605670668697
86,-0.021418126679923124
87,-0.022107440201619196
88,-0.022339346332692942
89,-0.022423150781892248
90,-0.023490248873273202
91,-0.023966255833428884
92,-0.024032248411263248
93,-0.024307177844870725
94,-0.024434088413015264
95,-0.02448039763212772
96,-0.024673609551866607
97,-0.024790142056555643
98,-0.025247483722309186
99,-0.02563785333519073
100,-0.025779557481676207
101,-0.026200935999708498
102,-0.026693996315298802
103,-0.02669499321939933
104,-0.027612073116800553
105,-0.02862827355239608
106,-0.029052988256193017
107,-0.029161663420845807
108,-0.02937117256935352
109,-0.029690854497357297
110,-0.03068391910628104
111,-0.030826774413148114
112,-0.03189934584204799
113,-0.03248510006646253
114,-0.032850450563508785
115,-0.032923620390827545
116,-0.033684639928518806
117,-0.0343015749810956
118,-0.03454076253227398
119,-0.034870537501050444
120,-0.035845827023087404
121,-0.03666373750686669
122,-0.03668988076956944
123,-0.03688702118309666
124,-0.03889418281906037
125,-0.038896675316841274
126,-0.040146881945738525
127,-0.04029053282350773
128,-0.04031171607456434
129,-0.040945183039095494
130,-0.041483818029000794
131,-0.042541277136941086
132,-0.042696841595572854
133,-0.042929515273749434
134,-0.04361775762661415
135,-0.04420894668279786
136,-0.04519524575870032
137,-0.04532069298119216
138,-0.04569731859490787
139,-0.04609608129991862
140,-0.04669905959971507
141,-0.04755606641455372
142,-0.04767431424498595
143,-0.0479159412403435
144,-0.04807368753721769
145,-0.04864870989741743
146,-0.048696149646393024
147,-0.04946481337990406
148,-0.049665889754135564
149,-0.050562830447935
150,-0.05070408591356977
151,-0.05181084800737155
152,-0.05200565832085709
153,-0.052551493777283784
154,-0.05282624638990084
155,-0.05413971985913053
156,-0.054141205036396405
157,-0.054844329695551586
158,-0.05497137112965162
159,-0.05556465183383802
160,-0.05567352215240617
161,-0.05672009601084955
