iter,emax,log_compression
1,161309.9024030411,-0.008298802814695066
2,8454.319824988876,-0.008298802814695066
3,38.93945250107838,-0.008298802814695066
4,38.38703517586851,-0.008298802814695066
5,15.65455567690105,-0.008298802814695066
6,14.84256385812061,-0.008298802814695066
7,6.720000069780346,-0.008298802814695066
8,5.496653042088241,-0.008298802814695066
9,4.574918027620028,-0.008298802814695066
10,2.8620835805904776,-0.008298802814695066
11,1.7190761153485354,-0.008298802814695066
12,1.3997612445198182,-0.008298802814695066
13,1.3183474746908699,-0.008298802814695066
14,0.8532177357645813,-0.008298802814695066
15,0.6865971201954686,-0.008298802814695066
16,0.5251892362338202,-0.008298802814695066
17,0.3529690172298582,-0.008298802814695066
18,0.32825037073230584,-0.008298802814695066
19,0.2705508222496391,-0.008298802814695066
20,0.25834093170769784,-0.008298802814695066
21,0.12131483607094369,-0.008298802814695066
22,0.09561820575416526,-0.008298802814695066
23,0.0473648453718762,-0.008298802814695066
24,-0.001071184950190439,-0.008298802814695066
25,-0.0011732631096757068,-0.008298802814695066
26,-0.0019412606746616727,-0.008298802814695066
27,-0.0023029313212206,-0.008298802814695066
28,-0.0023521428528708722,-0.008298802814695066
29,-0.0025880029951199724,-0.008298802814695066
30,-0.002599741759440722,-0.008298802814695066
31,-0.0026790278969216837,-0.008298802814695066
32,-0.0027905418362846523,-0.008298802814695066
33,-0.0029022094235837165,-0.008298802814695066
34,-0.003035368821994847,-0.008298802814695066
35,-0.0030976443114966085,-0.008298802814695066
36,-0.003336373180349458,-0.008298802814695066
37,-0.003700607378037038,-0.008298802814695066
38,-0.003759396536624783,-0.008298802814695066
39,-0.0039773379008733985,-0.008298802814695066
40,-0.004081581514316541,-0.008298802814695066
41,-0.004798202272038045,-0.008298802814695066
42,-0.00490279947500994,-0.008298802814695066
43,-0.004948374905438431,-0.008298802814695066
44,-0.005068225985504662,-0.008298802814695066
45,-0.005124520639318408,-0.008298802814695066
46,-0.005203526015246732,-0.008298802814695066
47,-0.005225576792136626,-0.008298802814695066
48,-0.005315116281781286,-0.008298802814695066
