iter,emax,log_compression,n_live
1,4.978886838478094e8,-0.008333333333333333,120
2,20622.55084124968,-0.008333333333333333,120
3,3733.930305240619,-0.008333333333333333,120
4,1134.1551162460887,-0.008333333333333333,120
5,857.0173200681336,-0.008333333333333333,120
6,342.90675381512847,-0.008333333333333333,120
7,281.4330665150116,-0.008333333333333333,120
8,152.709778484566,-0.008333333333333333,120
9,118.12548074083686,-0.008333333333333333,120
10,104.09125092915305,-0.008333333333333333,120
11,100.88030870346863,-0.008333333333333333,120
12,34.095519181018645,-0.008333333333333333,120
13,15.87563375186562,-0.008333333333333333,120
14,14.67868153021529,-0.008333333333333333,120
15,11.923712963393253,-0.008333333333333333,120
16,11.203666157011604,-0.008333333333333333,120
17,5.752494507924185,-0.008333333333333333,120
18,5.455907842006982,-0.008333333333333333,120
19,3.555011023795556,-0.008333333333333333,120
20,2.479323386167147,-0.008333333333333333,120
21,2.0229561522269863,-0.008333333333333333,120
22,1.5970859096792,-0.008333333333333333,120
23,0.9339212469871828,-0.008333333333333333,120
24,0.5462618450648633,-0.008333333333333333,120
25,0.3937995209956895,-0.008333333333333333,120
26,0.35449642826345484,-0.008333333333333333,120
27,0.26202299294435405,-0.008333333333333333,120
28,0.232826958849264,-0.008333333333333333,120
29,0.0024690641513694543,-0.008333333333333333,120
30,-0.0010793261524958927,-0.008333333333333333,120
31,-0.0014361667174553204,-0.008333333333333333,120
32,-0.0017446424098106236,-0.008333333333333333,120
33,-0.002062028907301979,-0.008333333333333333,120
34,-0.0033996820440254315,-0.008333333333333333,120
35,-0.003885168682888634,-0.008333333333333333,120
36,-0.004225525204272661,-0.008333333333333333,120
37,-0.004440238314994693,-0.008333333333333333,120
38,-0.004495822223530619,-0.008333333333333333,120
39,-0.004803985140632873,-0.008333333333333333,120
40,-0.005816092548145,-0.008333333333333333,120
41,-0.00593607769167415,-0.008333333333333333,120
42,-0.006022406691690358,-0.008333333333333333,120
43,-0.006319993111406653,-0.008333333333333333,120
44,-0.006963212505938394,-0.008333333333333333,120
45,-0.007243103961900816,-0.008333333333333333,120
46,-0.0073431962853336245,-0.008333333333333333,120
47,-0.007361785563579965,-0.008333333333333333,120
48,-0.007665566866771019,-0.008333333333333333,120
49,-0.007770869730464755,-0.008333333333333333,120
50,-0.007812399394592726,-0.008333333333333333,120
51,-0.008187988013678092,-0.008333333333333333,120
52,-0.008564490576022106,-0.008333333333333333,120
53,-0.009000697027162451,-0.008333333333333333,120
54,-0.009673130286237994,-0.008333333333333333,120
55,-0.009867731685172656,-0.008333333333333333,120
56,-0.009869459828193806,-0.008333333333333333,120
57,-0.009874792590394582,-0.008333333333333333,120
58,-0.009934515567221415,-0.008333333333333333,120
59,-0.010114552918124853,-0.008333333333333333,120
60,-0.010205147426138643,-0.008333333333333333,120
61,-0.010349269859047211,-0.008333333333333333,120
62,-0.010457358416945934,-0.008333333333333333,120
63,-0.010531376386101386,-0.008333333333333333,120
64,-0.010662304214938832,-0.008333333333333333,120
65,-0.010890894035643313,-0.008333333333333333,120
66,-0.01127978618997066,-0.008333333333333333,120
67,-0.012208215817851873,-0.008333333333333333,120
68,-0.012412592883227486,-0.008333333333333333,120
69,-0.012545157197190444,-0.008333333333333333,120
70,-0.012856638102103225,-0.008333333333333333,120
71,-0.012936135669488162,-0.008333333333333333,120
72,-0.012977705180558824,-0.008333333333333333,120
73,-0.013012234027519836,-0.008333333333333333,120
74,-0.013382384296726044,-0.008333333333333333,120
75,-0.013423111028006758,-0.008333333333333333,120
76,-0.013435580515187222,-0.008333333333333333,120
77,-0.013514119324058722,-0.008333333333333333,120
78,-0.013607880219927353,-0.008333333333333333,120
79,-0.013673604454083858,-0.008333333333333333,120
80,-0.013891641074953632,-0.008333333333333333,120
81,-0.014004777494826115,-0.008333333333333333,120
82,-0.01410979059463435,-0.008333333333333333,120
83,-0.014836886302317968,-0.008333333333333333,120
84,-0.01527605433344315,-0.008333333333333333,120
85,-0.015447735413144986,-0.008333333333333333,120
86,-0.016150757639502245,-0.008333333333333333,120
87,-0.01665142150306967,-0.008333333333333333,120
88,-0.016948241096582238,-0.008333333333333333,120
89,-0.01696627415355886,-0.008333333333333333,120
90,-0.017315794515842052,-0.008333333333333333,120
91,-0.01744464675268375,-0.008333333333333333,120
92,-0.017714106390846973,-0.008333333333333333,120
93,-0.017717030613283138,-0.008333333333333333,120
94,-0.017841222215747708,-0.008333333333333333,120
95,-0.01799020644204585,-0.008333333333333333,120
96,-0.018027086903996622,-0.008333333333333333,120
97,-0.018333925288959396,-0.008333333333333333,120
98,-0.018380627063217345,-0.008333333333333333,120
99,-0.01866595343730872,-0.008333333333333333,120
100,-0.018951402410580277,-0.008333333333333333,120
101,-0.01926362465157283,-0.008333333333333333,120
102,-0.019540087671614977,-0.008333333333333333,120
103,-0.020098473733499527,-0.008333333333333333,120
104,-0.020176568804188045,-0.008333333333333333,120
105,-0.020241984307923143,-0.008333333333333333,120
106,-0.02035943288719909,-0.008333333333333333,120
107,-0.02117447101220406,-0.008333333333333333,120
108,-0.021708011843924676,-0.008333333333333333,120
109,-0.021925154384607865,-0.008333333333333333,120
110,-0.022297125148640295,-0.008333333333333333,120
111,-0.022661732641588717,-0.008333333333333333,120
112,-0.022692801034115802,-0.008333333333333333,120
113,-0.02288744868352637,-0.008333333333333333,120
114,-0.023014482764713455,-0.008333333333333333,120
115,-0.02345975915348485,-0.008333333333333333,120
116,-0.02350213229977051,-0.008333333333333333,120
117,-0.023595393198623592,-0.008333333333333333,120
118,-0.024704529139806964,-0.008333333333333333,120
119,-0.024855352371094194,-0.008333333333333333,120
120,-0.025013473188577672,-0.008333333333333333,120
121,-0.025354124215175702,-0.008333333333333333,120
122,-0.025623111825011466,-0.008333333333333333,120
123,-0.02587015677717311,-0.008333333333333333,120
124,-0.025874631096152303,-0.008333333333333333,120
125,-0.026276801036471523,-0.008333333333333333,120
126,-0.026641323861520134,-0.008333333333333333,120
127,-0.02716969198073209,-0.008333333333333333,120
128,-0.027800173099325025,-0.008333333333333333,120
129,-0.028296239540770166,-0.008333333333333333,120
130,-0.02871802778664419,-0.008333333333333333,120
131,-0.029147486787720625,-0.008333333333333333,120
132,-0.02952235547775278,-0.008333333333333333,120
133,-0.029780423015704834,-0.008333333333333333,120
134,-0.02980952800996094,-0.008333333333333333,120
135,-0.030580549738672233,-0.008333333333333333,120
136,-0.03087102525969412,-0.008333333333333333,120
137,-0.03102057785121517,-0.008333333333333333,120
138,-0.03194325030938461,-0.008333333333333333,120
139,-0.032842320041234996,-0.008333333333333333,120
140,-0.03399720675492407,-0.008333333333333333,120
141,-0.03506374499915324,-0.008333333333333333,120
142,-0.03520400194743246,-0.008333333333333333,120
143,-0.03583316595336415,-0.008333333333333333,120
144,-0.0361688689816274,-0.008333333333333333,120
145,-0.036467941736076454,-0.008333333333333333,120
146,-0.03686751798590404,-0.008333333333333333,120
147,-0.03700670416744327,-0.008333333333333333,120
148,-0.03706097329940654,-0.008333333333333333,120
149,-0.03707366602242596,-0.008333333333333333,120
150,-0.03806790985780386,-0.008333333333333333,120
151,-0.038092179081284205,-0.008333333333333333,120
152,-0.038645242507986996,-0.008333333333333333,120
153,-0.03906976988408399,-0.008333333333333333,120
154,-0.041285353018005885,-0.008333333333333333,120
155,-0.041331252365328586,-0.008333333333333333,120
156,-0.04141772038814946,-0.008333333333333333,120
157,-0.04257108347894752,-0.008333333333333333,120
158,-0.04294450976745091,-0.008333333333333333,120
159,-0.045236368015829295,-0.008333333333333333,120
160,-0.045314290074426354,-0.008333333333333333,120
161,-0.04605792168890485,-0.008333333333333333,120
162,-0.04616477859249322,-0.008333333333333333,120
163,-0.04621129088439923,-0.008333333333333333,120
164,-0.046276470526816334,-0.008333333333333333,120
165,-0.04651028289071242,-0.008333333333333333,120
166,-0.04653860850128246,-0.008333333333333333,120
167,-0.04734469536963197,-0.008333333333333333,120
168,-0.047596784509920456,-0.008333333333333333,120
169,-0.04824439533504797,-0.008333333333333333,120
170,-0.048758897261945995,-0.008333333333333333,120
171,-0.04884481484407542,-0.008333333333333333,120
172,-0.049053849530723975,-0.008333333333333333,120
173,-0.049278378478911505,-0.008333333333333333,120
174,-0.05018086175990007,-0.008333333333333333,120
175,-0.051142171445509185,-0.008333333333333333,120
176,-0.05198941927349034,-0.008333333333333333,120
177,-0.05291018440537347,-0.008333333333333333,120
178,-0.052981102811862704,-0.008333333333333333,120
179,-0.05348480825336763,-0.008333333333333333,120
180,-0.05384454747261441,-0.008333333333333333,120
181,-0.05468108068185093,-0.008333333333333333,120
182,-0.05500405919860387,-0.008333333333333333,120
183,-0.0552783039775218,-0.008333333333333333,120
184,-0.05562870011076318,-0.008333333333333333,120
185,-0.05657072625919001,-0.008333333333333333,120
186,-0.05780746660521142,-0.008333333333333333,120
187,-0.05793201362617486,-0.008333333333333333,120
188,-0.05860487437444841,-0.008333333333333333,120
189,-0.05880635926649316,-0.008333333333333333,120
190,-0.05914960375177197,-0.008333333333333333,120
191,-0.05958226031636359,-0.008333333333333333,120
192,-0.05963832413038744,-0.008333333333333333,120
193,-0.05989937880853738,-0.008333333333333333,120
194,-0.06046887794388047,-0.008333333333333333,120
195,-0.06100127076543323,-0.008333333333333333,120
196,-0.061712011508268175,-0.008333333333333333,120
197,-0.06209890703508763,-0.008333333333333333,120
198,-0.06256328879919476,-0.008333333333333333,120
199,-0.06341651771496398,-0.008333333333333333,120
200,-0.06387647388282353,-0.008333333333333333,120
201,-0.06424242069796067,-0.008333333333333333,120
202,-0.06491313238823003,-0.008333333333333333,120
203,-0.06570170435090632,-0.008333333333333333,120
204,-0.06598638649017857,-0.008333333333333333,120
205,-0.06689748612899099,-0.008333333333333333,120
206,-0.06737305249487247,-0.008333333333333333,120
207,-0.06745060199127934,-0.008333333333333333,120
208,-0.06844339043791281,-0.008333333333333333,120
209,-0.06927793471993365,-0.008333333333333333,120
210,-0.06945355839841127,-0.008333333333333333,120
211,-0.069503158446405,-0.008333333333333333,120
212,-0.07145659405495632,-0.008333333333333333,120
213,-0.07182456327373482,-0.008333333333333333,120
214,-0.07275774771436301,-0.008333333333333333,120
215,-0.07368483014322678,-0.008333333333333333,120
216,-0.07377178229053709,-0.008333333333333333,120
217,-0.07387492650950957,-0.008333333333333333,120
218,-0.07404985556317246,-0.008333333333333333,120
219,-0.07444186648376828,-0.008333333333333333,120
220,-0.07446211755252397,-0.008333333333333333,120
221,-0.07455758334320793,-0.008333333333333333,120
222,-0.07502108811532746,-0.008333333333333333,120
223,-0.07535587240084123,-0.008333333333333333,120
224,-0.07541844577471328,-0.008333333333333333,120
225,-0.07590972524850538,-0.008333333333333333,120
226,-0.07619035914517261,-0.008333333333333333,120
227,-0.07666159671799058,-0.008333333333333333,120
228,-0.07805732335267636,-0.008333333333333333,120
229,-0.07830046457872213,-0.008333333333333333,120
230,-0.07840056019877292,-0.008333333333333333,120
231,-0.07883336528638421,-0.008333333333333333,120
232,-0.07981204353411274,-0.008333333333333333,120
233,-0.08027223374720376,-0.008333333333333333,120
234,-0.08048423986933129,-0.008333333333333333,120
235,-0.08188540453504309,-0.008333333333333333,120
236,-0.08190032852459374,-0.008333333333333333,120
237,-0.08228340179392346,-0.008333333333333333,120
238,-0.08250767994458177,-0.008333333333333333,120
239,-0.08288130887062432,-0.008333333333333333,120
240,-0.08346371953962575,-0.008333333333333333,120
241,-0.08371580994333622,-0.008333333333333333,120
242,-0.08535466433619224,-0.008333333333333333,120
243,-0.08551350724761372,-0.008333333333333333,120
244,-0.08575073836618131,-0.008333333333333333,120
245,-0.0865772961874691,-0.008333333333333333,120
246,-0.08727409063573013,-0.008333333333333333,120
247,-0.08800500715119489,-0.008333333333333333,120
248,-0.08828896691680538,-0.008333333333333333,120
249,-0.08838173982435979,-0.008333333333333333,120
250,-0.0885633049746525,-0.008333333333333333,120
251,-0.08864834084407958,-0.008333333333333333,120
252,-0.08914671690211125,-0.008333333333333333,120
253,-0.08976228251105996,-0.008333333333333333,120
254,-0.08996472768526856,-0.008333333333333333,120
255,-0.09003667219114367,-0.008333333333333333,120
256,-0.09067576536872866,-0.008333333333333333,120
257,-0.09087442526046544,-0.008333333333333333,120
258,-0.09094535128360592,-0.008333333333333333,120
259,-0.0910776746695651,-0.008333333333333333,120
260,-0.09157783945912677,-0.008333333333333333,120
261,-0.09271915013139467,-0.008333333333333333,120
262,-0.09305632818468468,-0.008333333333333333,120
263,-0.0934374924625523,-0.008333333333333333,120
264,-0.09361123915507885,-0.008333333333333333,120
265,-0.09362541852393852,-0.008333333333333333,120
266,-0.09480096273227095,-0.008333333333333333,120
267,-0.09540249306705954,-0.008333333333333333,120
268,-0.09591376043420483,-0.008333333333333333,120
269,-0.09606370970751016,-0.008333333333333333,120
270,-0.09650730674553851,-0.008333333333333333,120
271,-0.09664983364258967,-0.008333333333333333,120
272,-0.0971422853161926,-0.008333333333333333,120
273,-0.09714426776937578,-0.008333333333333333,120
274,-0.09725496367651139,-0.008333333333333333,120
275,-0.09744122399344397,-0.008333333333333333,120
276,-0.09747631775227311,-0.008333333333333333,120
277,-0.09749963980509095,-0.008333333333333333,120
278,-0.09758843931374767,-0.008333333333333333,120
279,-0.09842108036145165,-0.008333333333333333,120
280,-0.09861892262926159,-0.008333333333333333,120
281,-0.09867406110189897,-0.008333333333333333,120
282,-0.09871385883980235,-0.008333333333333333,120
283,-0.09880837809505194,-0.008333333333333333,120
284,-0.09881561152260702,-0.008333333333333333,120
285,-0.09931912474150606,-0.008333333333333333,120
286,-0.0996678324626818,-0.008333333333333333,120
287,-0.099802598090392,-0.008333333333333333,120
288,-0.0998201166251006,-0.008333333333333333,120
289,-0.0998714562768314,-0.008333333333333333,120
290,-0.10027960544406414,-0.008333333333333333,120
291,-0.10073717286684974,-0.008333333333333333,120
292,-0.10074872306642994,-0.008333333333333333,120
293,-0.10080542902341272,-0.008333333333333333,120
294,-0.10098036263980088,-0.008333333333333333,120
295,-0.10111521565337249,-0.008333333333333333,120
296,-0.10122168202480414,-0.008333333333333333,120
297,-0.10201305060058291,-0.008333333333333333,120
298,-0.10238958745457621,-0.008333333333333333,120
299,-0.10279988096077937,-0.008333333333333333,120
300,-0.10342880236553603,-0.008333333333333333,120
301,-0.10465912633528632,-0.008333333333333333,120
302,-0.1048382594346747,-0.008333333333333333,120
303,-0.10491220022062972,-0.008333333333333333,120
304,-0.10567700702894661,-0.008333333333333333,120
305,-0.10593360093948978,-0.008333333333333333,120
306,-0.10597180067248517,-0.008333333333333333,120
307,-0.10610286507735064,-0.008333333333333333,120
308,-0.10610492398361371,-0.008333333333333333,120
309,-0.10620695108189998,-0.008333333333333333,120
310,-0.1062344825015928,-0.008333333333333333,120
311,-0.10647742314448785,-0.008333333333333333,120
312,-0.10655483590446858,-0.008333333333333333,120
313,-0.10665161644552226,-0.008333333333333333,120
314,-0.10666935124342482,-0.008333333333333333,120
315,-0.10697213365845876,-0.008333333333333333,120
316,-0.10767265358665655,-0.008333333333333333,120
317,-0.10863122279115939,-0.008333333333333333,120
318,-0.10885242000839909,-0.008333333333333333,120
319,-0.10932740190344661,-0.008333333333333333,120
320,-0.10945983391862515,-0.008333333333333333,120
321,-0.109961537636729,-0.008333333333333333,120
322,-0.109994939633419,-0.008333333333333333,120
323,-0.11000502939544632,-0.008333333333333333,120
324,-0.1103159951428393,-0.008333333333333333,120
325,-0.11038131406005273,-0.008333333333333333,120
326,-0.11090150128270178,-0.008333333333333333,120
327,-0.11166262746842168,-0.008333333333333333,120
328,-0.11244806695743412,-0.008333333333333333,120
329,-0.11253171721941176,-0.008333333333333333,120
330,-0.1128884290583573,-0.008333333333333333,120
331,-0.11330459425054641,-0.008333333333333333,120
