iter,emax,log_compression
1,7.233865479828496e7,-0.008298802814695066
2,2169.4742827456444,-0.008298802814695066
3,1090.9540461730548,-0.008298802814695066
4,405.51668165968977,-0.008298802814695066
5,381.4611410179726,-0.008298802814695066
6,352.0026523773308,-0.008298802814695066
7,86.61625228844812,-0.008298802814695066
8,57.70611485518398,-0.008298802814695066
9,24.37686094735444,-0.008298802814695066
10,18.060879349435226,-0.008298802814695066
11,7.458830692887161,-0.008298802814695066
12,4.400431150709627,-0.008298802814695066
13,4.234320776226781,-0.008298802814695066
14,0.9303479597194377,-0.008298802814695066
15,0.6393630006865075,-0.008298802814695066
16,0.12162511697515055,-0.008298802814695066
17,0.032891043270143326,-0.008298802814695066
18,0.027566825488093666,-0.008298802814695066
19,0.0258241064652339,-0.008298802814695066
20,0.008501791664122247,-0.008298802814695066
21,0.008428243748934455,-0.008298802814695066
22,-0.001035702490880428,-0.008298802814695066
23,-0.0011619039602050456,-0.008298802814695066
24,-0.0014344335255112451,-0.008298802814695066
25,-0.001929809442085698,-0.008298802814695066
26,-0.001964906892701619,-0.008298802814695066
27,-0.0020388198200826115,-0.008298802814695066
28,-0.002138026615306979,-0.008298802814695066
29,-0.0022050537039730532,-0.008298802814695066
30,-0.0024602527528560045,-0.008298802814695066
31,-0.002700364066133923,-0.008298802814695066
32,-0.002982789108748716,-0.008298802814695066
33,-0.0030035855275692574,-0.008298802814695066
34,-0.003267259726715956,-0.008298802814695066
35,-0.003824154627083874,-0.008298802814695066
36,-0.003903584811355066,-0.008298802814695066
37,-0.004092140116050033,-0.008298802814695066
38,-0.004201991424749189,-0.008298802814695066
39,-0.004343213113403279,-0.008298802814695066
40,-0.00439560996515545,-0.008298802814695066
41,-0.0053602856828389445,-0.008298802814695066
42,-0.00547019396337752,-0.008298802814695066
43,-0.005898212708234773,-0.008298802814695066
44,-0.006093445808043186,-0.008298802814695066
45,-0.006332521061813901,-0.008298802814695066
46,-0.006449490644913614,-0.008298802814695066
47,-0.006789595911414817,-0.008298802814695066
48,-0.007119456680195079,-0.008298802814695066
49,-0.007154851094640812,-0.008298802814695066
50,-0.007291417609794338,-0.008298802814695066
51,-0.008133206724099588,-0.008298802814695066
52,-0.008159067423968089,-0.008298802814695066
53,-0.008446337777368158,-0.008298802814695066
54,-0.00904341177964729,-0.008298802814695066
55,-0.00918382146730878,-0.008298802814695066
56,-0.009889218820621564,-0.008298802814695066
57,-0.010207850528687504,-0.008298802814695066
58,-0.01023831317074881,-0.008298802814695066
59,-0.010352962992600079,-0.008298802814695066
60,-0.010619207813131554,-0.008298802814695066
61,-0.010969497847676113,-0.008298802814695066
62,-0.011200749551774494,-0.008298802814695066
63,-0.011544932180584458,-0.008298802814695066
64,-0.011955256682359808,-0.008298802814695066
65,-0.012017194632567074,-0.008298802814695066
66,-0.012119752339368855,-0.008298802814695066
67,-0.012552915364911453,-0.008298802814695066
68,-0.01268988552566945,-0.008298802814695066
69,-0.013140757222921127,-0.008298802814695066
70,-0.01397133148688112,-0.008298802814695066
71,-0.014189488881462844,-0.008298802814695066
72,-0.014900218559362018,-0.008298802814695066
73,-0.014998835755311721,-0.008298802814695066
74,-0.015455707941598956,-0.008298802814695066
