iter,emax
1,1.5952194020644042e6
2,224506.15972634568
3,117840.13709112834
4,11861.281083960197
5,6319.85875372246
6,2886.448847383516
7,1690.4432241878285
8,1444.126600258301
9,1361.0449500266338
10,437.2091813916978
11,194.85727839676395
12,133.414727663622
13,59.723451736828565
14,49.57710704669304
15,31.35168166905864
16,13.522366836964519
17,12.190871943291905
18,10.659970834039205
19,9.66317106173812
20,9.52059877191427
21,5.502378664740637
22,4.01095770812149
23,3.056539546528336
24,2.6418195017927135
25,2.408521282359033
26,2.3234794700729364
27,1.407757597631477
28,1.0280124796126742
29,0.847036210600169
30,0.6221395392617203
31,0.5204472075353006
32,0.23108238709189938
33,0.21449802278599414
34,0.20192212175658245
35,0.16314898185505147
36,0.12488532912013171
37,0.1050141071417691
38,0.035104157068444365
39,0.034206726481736636
40,0.029531880826244757
41,0.022078587061836075
42,-0.001196035102196562
43,-0.0014078185418521369
44,-0.0018946733179985855
45,-0.002386505711533195
46,-0.0026716493040746915
47,-0.0026954832155566804
48,-0.002922986769373025
49,-0.0030873662971445644
50,-0.0039798012082729855
51,-0.004034405290753995
52,-0.0040471699108998345
53,-0.004050666110581277
54,-0.004088246919890347
55,-0.004157173378738453
56,-0.0052099316262518205
57,-0.005669213437668594
58,-0.00583790721581106
59,-0.00586843572118965
60,-0.005930148597850516
61,-0.007170919663173897
62,-0.007362291536190703
63,-0.007390081244853357
64,-0.007529072003138217
65,-0.007684983156969173
66,-0.008190004538058977
67,-0.00888230480833532
68,-0.009588158226099397
69,-0.01003433724427866
70,-0.010388021443495588
71,-0.010978170730675552
72,-0.011127362180083396
73,-0.011387039077306357
74,-0.01153601038074195
75,-0.012434798676851478
76,-0.012568857829051093
77,-0.012636818329797723
78,-0.013956705274271283
79,-0.01577741074849509
80,-0.016664251707252435
81,-0.01668096164491794
82,-0.016723448313534665
83,-0.0171344781212769
84,-0.017346924023855025
85,-0.017443995237507684
86,-0.017720724685753572
87,-0.017875507279590627
88,-0.018135173989945547
89,-0.018771262170051744
90,-0.01953563110555826
91,-0.019578827632466562
92,-0.020201360263225457
93,-0.020365628676318012
94,-0.021557132473917343
95,-0.022021793740611948
96,-0.022480524425917553
97,-0.022692977463744563
98,-0.022970952046937516
99,-0.02304623284439581
100,-0.024016290851998624
101,-0.024941189661056053
102,-0.02537766078919738
103,-0.02574623195799705
104,-0.027482165700057033
105,-0.02810226706343636
106,-0.028931788765673584
107,-0.029206905865005205
108,-0.029387774059275208
109,-0.029428027990925795
110,-0.030348412346794414
111,-0.03084210994517713
112,-0.030957742884396115
113,-0.03099388049505592
114,-0.03104836301897231
115,-0.031158122616809385
116,-0.031785586204024746
117,-0.032061113343050195
118,-0.03271707282873564
119,-0.03309586150552791
120,-0.03469906910582185
121,-0.034768069873556705
122,-0.03492652913542015
123,-0.03496761220835596
124,-0.03625833829026215
125,-0.03633473997904279
126,-0.0364132016314647
127,-0.03683386021099461
128,-0.03751464535501119
129,-0.03754708459933225
130,-0.03798780071947598
131,-0.038518156346157316
