iter,emax,log_compression
1,7311.873780703567,-0.008298802814695066
2,1264.2328950300764,-0.008298802814695066
3,883.7740253632234,-0.008298802814695066
4,854.6822828289843,-0.008298802814695066
5,823.6327706919452,-0.008298802814695066
6,778.0679858243769,-0.008298802814695066
7,722.9441750758072,-0.008298802814695066
8,180.16856279147655,-0.008298802814695066
9,92.33653854604316,-0.008298802814695066
10,32.21060435701653,-0.008298802814695066
11,28.496522868600998,-0.008298802814695066
12,27.289656045230778,-0.008298802814695066
13,22.19852670730057,-0.008298802814695066
14,18.993609250677732,-0.008298802814695066
15,18.725050313968033,-0.008298802814695066
16,11.286767530052444,-0.008298802814695066
17,6.307628665417759,-0.008298802814695066
18,2.4901945085240653,-0.008298802814695066
19,2.1423151765801873,-0.008298802814695066
20,1.8568914856319674,-0.008298802814695066
21,1.3191923305256283,-0.008298802814695066
22,1.3119108571781999,-0.008298802814695066
23,1.2845124572340247,-0.008298802814695066
24,0.6379999385285977,-0.008298802814695066
25,0.38518250184893027,-0.008298802814695066
26,0.19050400007207746,-0.008298802814695066
27,-0.0015838129657314679,-0.008298802814695066
28,-0.001972382423097196,-0.008298802814695066
29,-0.002263514369529082,-0.008298802814695066
30,-0.0023278027706233415,-0.008298802814695066
31,-0.002704692355979305,-0.008298802814695066
32,-0.002831718701822328,-0.008298802814695066
33,-0.002978673539024395,-0.008298802814695066
34,-0.0033506449705026546,-0.008298802814695066
35,-0.00433596342764242,-0.008298802814695066
36,-0.00441883667327943,-0.008298802814695066
37,-0.004909703585344493,-0.008298802814695066
38,-0.0052970786178469925,-0.008298802814695066
39,-0.00539538842743199,-0.008298802814695066
40,-0.0056849941220507415,-0.008298802814695066
41,-0.007036397944114469,-0.008298802814695066
42,-0.008021921108356263,-0.008298802814695066
43,-0.008624076679472334,-0.008298802814695066
44,-0.00942688294501062,-0.008298802814695066
45,-0.009648952624955267,-0.008298802814695066
46,-0.0099926451150554,-0.008298802814695066
47,-0.010553709223220102,-0.008298802814695066
48,-0.010779974140201095,-0.008298802814695066
49,-0.01096053701005031,-0.008298802814695066
50,-0.011557584082309912,-0.008298802814695066
51,-0.012439010009060057,-0.008298802814695066
52,-0.012610619983197912,-0.008298802814695066
53,-0.012742806503512841,-0.008298802814695066
54,-0.012768201491910845,-0.008298802814695066
55,-0.013786080973215884,-0.008298802814695066
56,-0.014812790627634357,-0.008298802814695066
57,-0.014995055280327754,-0.008298802814695066
58,-0.015432581078641473,-0.008298802814695066
59,-0.01597429794667425,-0.008298802814695066
60,-0.017107716064588677,-0.008298802814695066
61,-0.017248099996419092,-0.008298802814695066
62,-0.017830496035781532,-0.008298802814695066
63,-0.018377356900926355,-0.008298802814695066
64,-0.01949725572794503,-0.008298802814695066
65,-0.019613775531094172,-0.008298802814695066
66,-0.020130384524373032,-0.008298802814695066
67,-0.020311060157862347,-0.008298802814695066
68,-0.020629499423839286,-0.008298802814695066
69,-0.021374233865454315,-0.008298802814695066
70,-0.021462214132872685,-0.008298802814695066
71,-0.021632839527671355,-0.008298802814695066
72,-0.023508871804034766,-0.008298802814695066
73,-0.023597434452566804,-0.008298802814695066
74,-0.023716822245166143,-0.008298802814695066
75,-0.024351816781869276,-0.008298802814695066
76,-0.02455514683194573,-0.008298802814695066
77,-0.02471460377047092,-0.008298802814695066
78,-0.025270709620865417,-0.008298802814695066
79,-0.02550129306139397,-0.008298802814695066
80,-0.025890504071496505,-0.008298802814695066
81,-0.02689203397993966,-0.008298802814695066
82,-0.027686564111674545,-0.008298802814695066
83,-0.027734895345375543,-0.008298802814695066
84,-0.02802471141503406,-0.008298802814695066
85,-0.029367161753489503,-0.008298802814695066
86,-0.029468918656393776,-0.008298802814695066
87,-0.030491669951130135,-0.008298802814695066
88,-0.03149043598038629,-0.008298802814695066
89,-0.03164551501260135,-0.008298802814695066
90,-0.03335752792886258,-0.008298802814695066
91,-0.03384549592414209,-0.008298802814695066
