iter,emax
1,1.852451912381268e7
2,538000.5940083722
3,370549.61834860675
4,362666.6002643323
5,22456.250562457924
6,8820.072105671627
7,1646.5127319505891
8,754.7810153631837
9,106.71704619990938
10,98.61113508104653
11,72.96532924918527
12,60.105770300710724
13,59.32712861422003
14,40.215376330097456
15,39.571722083601166
16,35.042527977368806
17,32.85195134335701
18,31.08604059361232
19,30.52983040490621
20,28.36961095164284
21,25.22289576382166
22,18.001210748154886
23,16.560500818251313
24,14.036090317642056
25,12.03403174799076
26,11.995326815532826
27,11.852474505507708
28,6.221237983258573
29,5.584754647395478
30,4.486615270022007
31,2.9712142106403054
32,1.6917972880610606
33,1.3198478258183006
34,1.212642602976759
35,0.9496041341290845
36,0.7536730741826947
37,0.6018341978765808
38,0.5664888556478329
39,0.5264906466769638
40,0.4291925896536703
41,0.3368062573853765
42,0.26883692001337334
43,0.0515512846628979
44,0.03106794031374046
45,0.002135695992771071
46,-0.001811164516785406
47,-0.0018657553417160075
48,-0.003559262803729083
49,-0.003881602106843119
50,-0.0049984366184031
51,-0.005190314824109605
52,-0.005227882347902843
53,-0.005773182352199665
54,-0.006092597911380961
55,-0.007240336025105477
56,-0.007306965693127988
57,-0.007388793010739735
58,-0.0074078198528069366
59,-0.007509636039071678
60,-0.008317563302687172
61,-0.009027590267609879
62,-0.010201314820115112
63,-0.010612253003634109
64,-0.010886858723637647
65,-0.011393302441777008
66,-0.011418486783148957
67,-0.011744360437090862
68,-0.012288866404604755
69,-0.012880057002978233
70,-0.012997269692815217
71,-0.013049582639903015
72,-0.013170313190188384
73,-0.013363588902247757
74,-0.013899991306122256
75,-0.013992434960285927
76,-0.01450639310463761
77,-0.015626067247747573
78,-0.01570812629755271
79,-0.01592604663622492
80,-0.016435465941045644
81,-0.01648323234904572
82,-0.016729993258581433
83,-0.01691357946563908
84,-0.017027809720614046
85,-0.017048957386157554
86,-0.017183162133650735
87,-0.019492020306102233
88,-0.019693150334965145
89,-0.019890374172053228
90,-0.020284105871077925
91,-0.020327922678141513
92,-0.020586005583195233
93,-0.020634836847685786
94,-0.021010807030490346
95,-0.021307128048350606
96,-0.021475344560479528
97,-0.02187516684721109
98,-0.022051104816844476
99,-0.022481923579997124
100,-0.0228608926891414
101,-0.02319225739817809
102,-0.02325520937031013
103,-0.02488368944458645
104,-0.025566557096402195
105,-0.02789829457665202
106,-0.0285835015986716
107,-0.030117590196709287
108,-0.03055235239515659
109,-0.03058928958347923
110,-0.03288018775609578
111,-0.03303184853359864
112,-0.033058521231403064
113,-0.03306711126456932
114,-0.034433293855535084
115,-0.034780229644264526
116,-0.03501236396962807
117,-0.0351233443415693
118,-0.03516864840063664
119,-0.035808701976809555
120,-0.03676904202837884
121,-0.03682187470796924
122,-0.03693601999546608
123,-0.03838547228098062
124,-0.03957175433246924
125,-0.0398157586154742
126,-0.03991636235117775
127,-0.04007486189425305
128,-0.04067806244301848
129,-0.04108677785885055
130,-0.041505951766463135
131,-0.04412897705576425
132,-0.044280114483454605
133,-0.04542523890754183
134,-0.045548152486683764
135,-0.04583288917350081
136,-0.04619401442160206
137,-0.04658874337876074
138,-0.04877249387674312
139,-0.04974099210525812
140,-0.05051402341948304
141,-0.0505687932851927
142,-0.05072024012090233
143,-0.051506225662755464
144,-0.051782332493916026
145,-0.052419148083281394
146,-0.053432952526911756
147,-0.054115401543492384
148,-0.054344066732924134
149,-0.05595566994270772
150,-0.05629304712985929
151,-0.05640984518084719
152,-0.056541098522734284
153,-0.0568421575317138
154,-0.05705001397779938
155,-0.05755224130002956
156,-0.059092109271817815
157,-0.059563946888904415
158,-0.059663910573660044
159,-0.05966855874881977
160,-0.05996496696048635
161,-0.060391230997965846
162,-0.06122650791848743
163,-0.0612652857498122
164,-0.0613188751125975
165,-0.061865206612016624
166,-0.0628260130959858
167,-0.06305037730064884
168,-0.06360890797305384
169,-0.06401850884837636
170,-0.06453834644369996
171,-0.06464488802581839
172,-0.06485290350403404
173,-0.06511611130309641
174,-0.06535715121072459
175,-0.06570857115535661
176,-0.06598229352203192
177,-0.06647586978064669
178,-0.06704221125607386
179,-0.06892518401164496
180,-0.06977739689562132
181,-0.07104927713693467
182,-0.0714244001147326
183,-0.07173481659856375
184,-0.0720121073625568
185,-0.0728993388574939
186,-0.07358998847272558
187,-0.07417162841092438
188,-0.07442244747794785
189,-0.07458529030800923
190,-0.07664621459520857
191,-0.07700451525578529
192,-0.07747757927484669
193,-0.07761103736925803
194,-0.07807700651236776
195,-0.07853238041808669
196,-0.07950110101756139
197,-0.0799991392581024
198,-0.08040854835636804
199,-0.08085855754513813
200,-0.0811650016591182
201,-0.08122965637947141
202,-0.08124100643704421
203,-0.08137248717896466
204,-0.08216835238162794
205,-0.08285536097564056
206,-0.0851805057256317
207,-0.08530275654716518
208,-0.08579306192420796
209,-0.08600936888433645
210,-0.08612349992552976
211,-0.08646724229470747
212,-0.08730912966400489
213,-0.08739789649924057
214,-0.08772304988643029
215,-0.08775852265602314
216,-0.08779601852547501
217,-0.08783636474415425
218,-0.08790484563007168
219,-0.08804901508516873
220,-0.08837627300869078
221,-0.08858581318592373
222,-0.08881292119843852
223,-0.08889068549972554
224,-0.08918506013736896
225,-0.08930593054247371
226,-0.0893153263443348
227,-0.08937209112801675
228,-0.0895863980907845
229,-0.08984104300813156
230,-0.08985935566426402
231,-0.09068864482595722
232,-0.09077920895456972
233,-0.09088836799339117
