iter,emax
1,2.273663648656782e12
2,4.8259607160595894e8
3,5.073509448593845e7
4,1709.1518073064333
5,1131.5817497178184
6,913.383282134848
7,894.0913233833307
8,812.3574318271077
9,610.1520581844627
10,277.08044560288977
11,243.5395090319954
12,216.85583420890595
13,202.1990563926028
14,128.22236108891457
15,118.69457613019638
16,109.38370581936131
17,68.95223854890992
18,43.43467600641427
19,21.804133276775623
20,14.242786860614142
21,12.840407738486425
22,6.34341305331735
23,4.893427397298712
24,3.1623069131387047
25,2.6518868592256672
26,2.1752784360640054
27,1.8024187526535058
28,1.160359547113901
29,0.10594231620928146
30,-0.00044418368126378726
31,-0.00045539833382980005
32,-0.0005342240026761384
33,-0.0009486931660678938
34,-0.0021285270232951426
35,-0.002205797582237711
36,-0.0026124474642177263
37,-0.003152751977731091
38,-0.003538161041494685
39,-0.003607175613945965
40,-0.003860916249883266
41,-0.004851832977568114
42,-0.004985912136406922
43,-0.005039174473747946
44,-0.005620195227162167
45,-0.005688162572970433
46,-0.005818903213904443
47,-0.0058364506266935234
48,-0.005932830535981924
49,-0.006320244913227026
50,-0.006517727569877819
51,-0.006901891265478546
52,-0.007074050170686449
53,-0.007088698067278168
54,-0.007545473476405184
55,-0.007787491050464278
56,-0.008436121857991976
57,-0.008590560416508212
58,-0.009091883730147444
59,-0.009202761354440809
60,-0.009223803252427951
61,-0.009934519379121168
62,-0.011672622793041751
63,-0.011842777547899861
64,-0.012270637219076093
65,-0.012438087713679578
66,-0.012578270662830132
67,-0.013943014324673484
68,-0.014391221051257792
69,-0.014419078959490163
70,-0.014903906886179052
71,-0.014958360135513141
72,-0.015332016342150385
73,-0.015680603099043615
74,-0.015834290413765145
75,-0.01645305596921167
76,-0.01676016747351787
77,-0.016847231028946787
78,-0.017901904737754958
79,-0.01806740881964017
80,-0.018197271984887187
81,-0.018327809407257395
82,-0.018716926498883936
83,-0.01901211654565384
84,-0.019551612179942852
85,-0.020287132108615893
86,-0.020424390116716606
87,-0.020699677415870175
88,-0.02070781582966566
89,-0.021246582902995872
90,-0.021409148009455658
91,-0.0214580377377187
92,-0.02222559170354414
93,-0.022395766867953623
94,-0.022469150355289975
95,-0.022717793688725715
96,-0.022817765847154836
97,-0.023318856387252854
98,-0.023587479998927317
99,-0.023588817559254426
100,-0.023680898004449877
101,-0.02368394841393135
102,-0.023718817842640686
103,-0.025513148451065757
104,-0.02581296933012158
105,-0.025847291521430657
106,-0.02590741685409123
107,-0.02695255343040449
108,-0.027395432785806306
109,-0.027585392376898655
110,-0.027890767543361398
111,-0.028092831410627038
112,-0.02828369449242027
113,-0.029813674588546033
114,-0.030185908699300365
115,-0.030355667962617416
116,-0.030449083163490306
117,-0.03049969622382477
118,-0.030606334968649125
119,-0.03165619536527002
120,-0.031751864828696165
121,-0.03178404632717878
122,-0.03200032287206823
123,-0.032582219928175345
124,-0.03278953504857674
125,-0.03314464222339875
126,-0.03316344864667448
127,-0.03324891792103744
128,-0.033375114687467435
129,-0.03493837520729802
130,-0.03517201302251042
131,-0.03522885468698214
132,-0.03565044323268961
133,-0.0357937277625779
134,-0.03598549458774235
135,-0.036225882381996255
136,-0.03631863044804502
137,-0.0365420331467743
138,-0.036609116835366017
139,-0.036646096171175827
140,-0.036854574676924864
141,-0.036904052275488035
142,-0.03701107475825782
143,-0.03756676620537398
144,-0.03931681982570801
145,-0.039550414034705966
146,-0.039673513245484175
147,-0.03993069837528164
148,-0.04028167588902415
149,-0.040547271470387024
150,-0.040656576595151886
151,-0.041861738980773985
152,-0.041919687929248585
153,-0.04237879676699864
154,-0.04357332844763537
155,-0.043841503773047324
156,-0.043872600271672293
157,-0.04462207788376276
