iter,emax
1,1.2938987084344442e6
2,4544.183038021412
3,2335.4891022481256
4,2300.340136850905
5,544.134654031803
6,82.26306077062004
7,53.52610536575268
8,48.83451599030406
9,35.03106762054723
10,21.280074739347878
11,18.580644715536135
12,14.69604791515622
13,7.424571258973382
14,6.808838651459699
15,5.572548351307629
16,5.451952783053917
17,4.095580756817524
18,2.359020741556915
19,2.2652083228870907
20,2.0367508157110934
21,1.8886071312075488
22,1.188379952632058
23,1.0415370552614351
24,0.22186504170388152
25,0.2169467252819682
26,0.14852213868504704
27,0.13998508158372663
28,0.04140065613970871
29,0.020394287597679157
30,-0.0010739539464039243
31,-0.001122681686368901
32,-0.0012374502620872596
33,-0.0014955122181470768
34,-0.001507973052224159
35,-0.002005871453116678
36,-0.0020805878937443798
37,-0.002977326290343903
38,-0.0032354738501741546
39,-0.003253544545208927
40,-0.003254693976088467
41,-0.003706518103680181
42,-0.004340949830903717
43,-0.004426460630946065
44,-0.00457794790225364
45,-0.004887922729943837
46,-0.004965126020831468
47,-0.005086978764189584
48,-0.005177406380920841
49,-0.00521386183156429
50,-0.005227215550723465
51,-0.005425580123160075
52,-0.0054321791973740595
53,-0.005639497427989464
54,-0.005692069097393524
55,-0.0058613502213411
56,-0.006096102317552607
57,-0.006284450776862254
58,-0.006427259839268766
59,-0.006782985628603631
60,-0.006794883327360071
61,-0.007091257246866909
62,-0.007186521542056077
63,-0.007461758732292637
64,-0.00800568495642631
65,-0.008038855786004353
66,-0.008077969772647818
67,-0.00885288527293828
68,-0.008909161416556514
69,-0.008971997109826912
70,-0.010575159027942128
71,-0.011098284849436984
72,-0.012149665589431136
73,-0.012295835210470818
74,-0.013054380111349097
75,-0.013097617705410744
76,-0.013323637563160505
77,-0.013329220903604902
78,-0.013577947174694995
79,-0.01370578873552927
80,-0.014039640034620895
81,-0.014224298248789615
82,-0.01486768180937746
83,-0.014890817350279304
84,-0.01522463667566025
85,-0.015247927077680305
86,-0.015670272110915366
87,-0.015990649189631626
88,-0.016005025215336775
89,-0.016882340816250337
90,-0.017012860272302362
91,-0.01759451973823461
92,-0.01784024435247438
93,-0.01803732429667325
94,-0.021347307693938524
95,-0.021789236879663988
96,-0.02194473977390461
97,-0.021986428345201012
98,-0.022039367211941673
99,-0.02210794330729372
100,-0.022314209127888632
101,-0.022819154447951167
102,-0.022914029773129715
103,-0.023652021601590856
104,-0.02612957857806905
105,-0.026504776976916104
106,-0.02675766071881782
107,-0.02695019534553561
108,-0.0269957241404931
109,-0.027982084629980104
110,-0.029107654596616427
111,-0.029657326145057204
112,-0.03026267557618283
113,-0.03038149138518425
114,-0.03060666780580768
115,-0.03061110543300112
116,-0.030615410783747177
117,-0.030628324906543013
118,-0.030978030420657703
119,-0.03097929915740557
120,-0.032241459985041854
121,-0.03279660015223572
122,-0.033121832313817205
123,-0.03380237840884274
124,-0.03463945022438681
125,-0.03473350443576202
126,-0.03507777317462672
127,-0.03566925448621761
128,-0.03571637010910166
129,-0.03598109419799957
130,-0.03686190222120124
131,-0.03724076177073522
132,-0.03780270205668241
133,-0.039126639571567645
134,-0.03926608040789641
135,-0.03928271863594238
136,-0.03940681087267185
137,-0.040949084366255946
138,-0.041181039200052
139,-0.04157500757793129
140,-0.04215219098963259
141,-0.042234717234229724
142,-0.04389930340510107
143,-0.04440646549367183
