iter,emax,log_compression
1,2.0561645979370968e10,-0.008298802814695066
2,154233.47418769498,-0.008298802814695066
3,4808.081725166887,-0.008298802814695066
4,3235.3939969486823,-0.008298802814695066
5,337.47027446149167,-0.008298802814695066
6,198.50404435454237,-0.008298802814695066
7,123.82037559483355,-0.008298802814695066
8,23.09680411393905,-0.008298802814695066
9,11.37384444006581,-0.008298802814695066
10,9.857513244164606,-0.008298802814695066
11,8.941299006236449,-0.008298802814695066
12,8.89328521478592,-0.008298802814695066
13,3.0533395269457855,-0.008298802814695066
14,2.572271074317985,-0.008298802814695066
15,2.3055891833526205,-0.008298802814695066
16,1.1237543769761902,-0.008298802814695066
17,0.46152801938896987,-0.008298802814695066
18,0.3902309543025745,-0.008298802814695066
19,0.30163002675922274,-0.008298802814695066
20,0.24991392163957216,-0.008298802814695066
21,0.24787509481795142,-0.008298802814695066
22,0.20826088184981237,-0.008298802814695066
23,0.02207520955827169,-0.008298802814695066
24,0.020210732497159125,-0.008298802814695066
25,-0.0007048112954658674,-0.008298802814695066
26,-0.0010573304032377385,-0.008298802814695066
27,-0.0012487537924414627,-0.008298802814695066
28,-0.0017366763653885223,-0.008298802814695066
29,-0.0020464334864254046,-0.008298802814695066
30,-0.0023831342693122434,-0.008298802814695066
31,-0.0024612614618660144,-0.008298802814695066
32,-0.002957364695481204,-0.008298802814695066
33,-0.002973938365968431,-0.008298802814695066
34,-0.003128701416239492,-0.008298802814695066
35,-0.003251385788463373,-0.008298802814695066
36,-0.0034810838876668804,-0.008298802814695066
37,-0.005286147700067748,-0.008298802814695066
38,-0.005326980711159855,-0.008298802814695066
39,-0.005790604024594345,-0.008298802814695066
40,-0.005862232567441301,-0.008298802814695066
41,-0.006618768966672769,-0.008298802814695066
42,-0.006670265127421764,-0.008298802814695066
43,-0.007251174099427741,-0.008298802814695066
44,-0.0075420917331410564,-0.008298802814695066
45,-0.007575686913616382,-0.008298802814695066
46,-0.007642030705477842,-0.008298802814695066
47,-0.007732666765984263,-0.008298802814695066
48,-0.0079754902403552,-0.008298802814695066
49,-0.008398533011629437,-0.008298802814695066
50,-0.008456282660773527,-0.008298802814695066
51,-0.009475363132111982,-0.008298802814695066
52,-0.009616272158056782,-0.008298802814695066
53,-0.009640775261037373,-0.008298802814695066
54,-0.009706001537270793,-0.008298802814695066
55,-0.010404447872070817,-0.008298802814695066
56,-0.01169110007147874,-0.008298802814695066
57,-0.012568902595782309,-0.008298802814695066
58,-0.012960750563881563,-0.008298802814695066
59,-0.012981336357678109,-0.008298802814695066
60,-0.013532969617433298,-0.008298802814695066
61,-0.014483892650937313,-0.008298802814695066
62,-0.015103603346819847,-0.008298802814695066
63,-0.015989902205557453,-0.008298802814695066
64,-0.016425576744765486,-0.008298802814695066
65,-0.01651444858064746,-0.008298802814695066
66,-0.01708548994898219,-0.008298802814695066
67,-0.017200673810762197,-0.008298802814695066
68,-0.017462650549500754,-0.008298802814695066
69,-0.017570695095760546,-0.008298802814695066
70,-0.020277815755381838,-0.008298802814695066
71,-0.020337713267006417,-0.008298802814695066
72,-0.020446000960740143,-0.008298802814695066
73,-0.021171317759109517,-0.008298802814695066
74,-0.021371569744861457,-0.008298802814695066
75,-0.021496447996021573,-0.008298802814695066
76,-0.021517388159253532,-0.008298802814695066
77,-0.02176826371350687,-0.008298802814695066
78,-0.022846248129681963,-0.008298802814695066
79,-0.022864667155663713,-0.008298802814695066
80,-0.02619936447724244,-0.008298802814695066
81,-0.026969034605743413,-0.008298802814695066
82,-0.02750436208030435,-0.008298802814695066
83,-0.02855490770592907,-0.008298802814695066
84,-0.028754736731298424,-0.008298802814695066
85,-0.028925078652357467,-0.008298802814695066
86,-0.029080630379522875,-0.008298802814695066
87,-0.030024721534966298,-0.008298802814695066
88,-0.03052542225821069,-0.008298802814695066
89,-0.030525845236574197,-0.008298802814695066
90,-0.031031067584133053,-0.008298802814695066
91,-0.03144150370415183,-0.008298802814695066
92,-0.03290465443379438,-0.008298802814695066
93,-0.03306410251323804,-0.008298802814695066
94,-0.03315479408601487,-0.008298802814695066
95,-0.033217386976772734,-0.008298802814695066
96,-0.033591847727294906,-0.008298802814695066
97,-0.03407419929952711,-0.008298802814695066
98,-0.03415853981201044,-0.008298802814695066
99,-0.03416320231026074,-0.008298802814695066
100,-0.03430889440233208,-0.008298802814695066
101,-0.035460606505050445,-0.008298802814695066
102,-0.03717540339540978,-0.008298802814695066
103,-0.03761663802004318,-0.008298802814695066
104,-0.038327405215873016,-0.008298802814695066
105,-0.03878388620268603,-0.008298802814695066
106,-0.039378267534966906,-0.008298802814695066
107,-0.040027495133510546,-0.008298802814695066
108,-0.04046871798666535,-0.008298802814695066
109,-0.040624175971509136,-0.008298802814695066
110,-0.041685868679669884,-0.008298802814695066
111,-0.041712360266396686,-0.008298802814695066
112,-0.04207351886612446,-0.008298802814695066
113,-0.04214792780170562,-0.008298802814695066
114,-0.043221468219980026,-0.008298802814695066
115,-0.043250635165540806,-0.008298802814695066
116,-0.04438460482567055,-0.008298802814695066
117,-0.044550104938657506,-0.008298802814695066
118,-0.04476180375474587,-0.008298802814695066
119,-0.04588590415825644,-0.008298802814695066
120,-0.046698701095726075,-0.008298802814695066
121,-0.046920137969543,-0.008298802814695066
122,-0.047652458320851285,-0.008298802814695066
123,-0.04821799416763203,-0.008298802814695066
124,-0.04833004802640309,-0.008298802814695066
125,-0.04839925739276945,-0.008298802814695066
126,-0.048414589533449244,-0.008298802814695066
127,-0.049040342132429506,-0.008298802814695066
128,-0.04934808130266688,-0.008298802814695066
129,-0.05003063873981563,-0.008298802814695066
130,-0.05034961525438466,-0.008298802814695066
131,-0.05056513292383571,-0.008298802814695066
132,-0.05065093621630507,-0.008298802814695066
133,-0.05133205638000972,-0.008298802814695066
134,-0.05175739054147318,-0.008298802814695066
135,-0.0521550089387709,-0.008298802814695066
136,-0.05320031863040288,-0.008298802814695066
137,-0.05390725423775788,-0.008298802814695066
138,-0.05401170799263395,-0.008298802814695066
139,-0.05428798874136932,-0.008298802814695066
140,-0.05510166889426252,-0.008298802814695066
141,-0.05544557549193477,-0.008298802814695066
142,-0.05576113597221909,-0.008298802814695066
143,-0.05690083107022111,-0.008298802814695066
144,-0.0587390953665308,-0.008298802814695066
145,-0.05893344678830001,-0.008298802814695066
146,-0.05912658440401494,-0.008298802814695066
147,-0.05999594929574916,-0.008298802814695066
148,-0.06007936961650015,-0.008298802814695066
149,-0.060504841092172766,-0.008298802814695066
150,-0.06055151496830439,-0.008298802814695066
151,-0.06226520207361669,-0.008298802814695066
152,-0.06289273356985482,-0.008298802814695066
153,-0.06297362723517172,-0.008298802814695066
154,-0.06299143676150736,-0.008298802814695066
155,-0.06307207370956747,-0.008298802814695066
156,-0.06367876833058095,-0.008298802814695066
157,-0.06547232659128975,-0.008298802814695066
158,-0.0656269392419606,-0.008298802814695066
159,-0.06638229796513848,-0.008298802814695066
160,-0.06641002558852922,-0.008298802814695066
161,-0.0669585838059393,-0.008298802814695066
162,-0.06726134768921033,-0.008298802814695066
163,-0.0680505643978484,-0.008298802814695066
164,-0.07045134320086088,-0.008298802814695066
165,-0.07120047768640031,-0.008298802814695066
166,-0.07145757009281191,-0.008298802814695066
167,-0.07195604344887038,-0.008298802814695066
168,-0.0719904146988933,-0.008298802814695066
169,-0.072761875732545,-0.008298802814695066
170,-0.07299306440780416,-0.008298802814695066
171,-0.07340557817841825,-0.008298802814695066
172,-0.07372565510803454,-0.008298802814695066
173,-0.07375093318401188,-0.008298802814695066
174,-0.07392506349370605,-0.008298802814695066
175,-0.07468828307022059,-0.008298802814695066
176,-0.07555066922630853,-0.008298802814695066
177,-0.0757131122601679,-0.008298802814695066
178,-0.0765416270485939,-0.008298802814695066
179,-0.07672708747988569,-0.008298802814695066
180,-0.07676657065849647,-0.008298802814695066
181,-0.07699422333727718,-0.008298802814695066
182,-0.07743343945552564,-0.008298802814695066
183,-0.07764468054307183,-0.008298802814695066
184,-0.07783895622256447,-0.008298802814695066
185,-0.07796797273561566,-0.008298802814695066
186,-0.07843025103657524,-0.008298802814695066
187,-0.07909280787665658,-0.008298802814695066
188,-0.07922470918589351,-0.008298802814695066
189,-0.07932458999882115,-0.008298802814695066
190,-0.08029566553531647,-0.008298802814695066
191,-0.08157882986060164,-0.008298802814695066
192,-0.08174571234431505,-0.008298802814695066
193,-0.08188282363204838,-0.008298802814695066
194,-0.08288727666285506,-0.008298802814695066
195,-0.08346067132073852,-0.008298802814695066
196,-0.08362547141317735,-0.008298802814695066
197,-0.08379529497134494,-0.008298802814695066
198,-0.08416477149364902,-0.008298802814695066
199,-0.08420240749089697,-0.008298802814695066
200,-0.08439987585254798,-0.008298802814695066
201,-0.08454515143445661,-0.008298802814695066
202,-0.08491260311519568,-0.008298802814695066
203,-0.08496203749031418,-0.008298802814695066
204,-0.08576103091848417,-0.008298802814695066
205,-0.08588665688625423,-0.008298802814695066
206,-0.0862864543783029,-0.008298802814695066
207,-0.086642170547205,-0.008298802814695066
208,-0.08706573796243774,-0.008298802814695066
209,-0.08792854903341671,-0.008298802814695066
210,-0.08825003992243913,-0.008298802814695066
211,-0.08872368302957728,-0.008298802814695066
212,-0.08879238995769774,-0.008298802814695066
213,-0.08929582322564539,-0.008298802814695066
214,-0.08940308670431843,-0.008298802814695066
215,-0.0894417053790773,-0.008298802814695066
216,-0.09033653828340156,-0.008298802814695066
217,-0.09046214607076566,-0.008298802814695066
218,-0.09139549340957798,-0.008298802814695066
219,-0.09155703836584857,-0.008298802814695066
220,-0.092143677616977,-0.008298802814695066
221,-0.09293800631071156,-0.008298802814695066
222,-0.09297502956230581,-0.008298802814695066
223,-0.09357544634921366,-0.008298802814695066
224,-0.09358104217125535,-0.008298802814695066
225,-0.0942630751726499,-0.008298802814695066
226,-0.0945117342954092,-0.008298802814695066
227,-0.09468054022435177,-0.008298802814695066
228,-0.09536885508894041,-0.008298802814695066
229,-0.09539868599587412,-0.008298802814695066
230,-0.09545656057305271,-0.008298802814695066
231,-0.09622302920775215,-0.008298802814695066
